Price,Rating,city,Kilometers,Owner,Fuel_Type,Transmission,Insurance_Type,Car_Age
883298,4.9,3686,25811,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,6
349499,4.3,3686,42143,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,6
244180,4.1,3686,66047,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,11
262399,4.1,3686,116983,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,13
305199,4.3,3686,114748,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,12
183099,3.7,3686,197377,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeExpired,15
215499,4.0,3686,110417,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,14
391099,4.0,3686,164757,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,12
578899,3.7,3686,97036,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,9
481799,4.2,3686,98101,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,9
257071,3.7,3686,112136,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,11
456699,4.3,3686,93657,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,9
200199,4.1,3686,155505,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,15
289399,4.4,3686,114877,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,10
984999,4.5,3686,76226,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,8
401699,4.0,3686,85851,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,11
451799,4.3,3686,119742,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,9
666999,4.5,3686,26704,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,7
1188855,4.0,3686,108963,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComp,8
639030,4.3,3686,137243,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeExpired,8
374299,4.0,3686,146225,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,12
316000,4.2,3686,66711,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeThird_party,12
420000,4.3,3686,16695,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeZero Depreciation,9
50000,3.7,3686,34609,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,12
70000,3.5,3686,40267,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,18
136000,3.3,3686,42510,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,18
170000,4.2,3686,18984,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,15
155000,3.4,3686,1,OwnerSecond Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeInsurance Expired,19
436000,4.9,3686,2716,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,4
220000,3.5,3686,48256,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,18
70000,3.2,3686,76810,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,19
175000,4.3,3686,17870,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeComp,9
110000,3.3,3686,64366,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,20
380000,4.2,3686,29669,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,11
360000,4.5,3686,20953,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,10
291000,4.2,3686,42957,OwnerSecond Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeComprehensive,12
351000,4.2,3686,56966,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,12
120000,3.1,3686,76520,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,20
350000,4.2,3686,48267,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,14
190000,4.1,3686,42913,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeThird_party,15
320000,4.8,3686,9783,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,9
200000,3.7,3686,64822,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,14
201000,3.5,3686,56403,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,18
190000,4.5,3686,30604,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,8
300000,3.6,3686,33967,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,11
145000,4.0,3686,44515,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,17
165000,4.0,3686,44975,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,13
180000,3.4,3686,66803,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,18
450000,4.1,3686,5482,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,5
450000,4.4,3686,42261,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,9
180000,3.9,3686,28739,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,17
218500,4.2,3686,18552,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeExpired,13
205000,3.8,3686,72315,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,16
110000,4.2,3686,50293,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,16
460000,3.7,3686,52535,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
70000,3.7,3686,66671,OwnerFourth Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,18
320000,4.6,3686,18976,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,9
200000,4.0,3686,49819,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,16
400000,4.6,3686,19467,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,8
175000,3.5,3686,94028,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,17
370621,4.2,3686,1,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,8
279000,4.4,3686,29260,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,13
370000,4.5,3686,15735,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,9
65000,3.8,3686,80634,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,18
195000,3.9,3686,30971,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,12
280000,4.5,3686,23792,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,8
180000,4.2,3686,37766,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,13
350000,4.5,3686,29655,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,8
658260,4.8,3686,12826,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,5
515000,4.7,3686,14758,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeComprehensive,6
220000,3.2,3686,45803,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,17
520000,4.7,3686,2543,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,5
240000,4.5,3686,12952,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,10
550000,4.6,3686,11150,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,9
200000,3.5,3686,85182,OwnerFourth Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,17
550000,4.4,3686,10994,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,6
192000,3.7,3686,73272,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,16
75000,3.2,3686,36124,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,17
325000,4.3,3686,1,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,11
490000,4.4,3686,29564,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,9
435000,4.2,3686,42767,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,12
70000,2.8,3686,31549,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,12
160000,3.7,3686,60339,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,16
310000,4.5,3686,19998,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,6
120000,3.7,3686,81052,OwnerSecond Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeInsurance Expired,22
638000,4.9,3686,2723,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,4
350000,3.9,3686,70024,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,13
450000,3.8,3686,19003,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,6
165000,3.7,3686,48108,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,11
135000,3.0,3686,23942,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,20
380000,3.9,3686,56295,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
225000,4.5,3686,17102,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,14
310000,4.4,3686,17758,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
65000,3.8,3686,64399,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,21
160000,4.0,3686,40489,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,18
330000,4.1,3686,59489,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,10
59500,2.9,3686,129185,OwnerSixth Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeExpired,24
340000,3.9,3686,41085,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeComprehensive,10
430000,4.4,3686,9166,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,6
395000,4.7,3686,16632,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,6
230000,3.4,3686,1,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,14
130000,3.5,3686,79176,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeComprehensive,17
90000,3.4,3686,62094,OwnerFifth Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,21
300000,4.6,3686,19717,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,9
550076,4.4,3686,17472,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,6
210000,3.9,3686,101073,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,18
360000,4.2,3686,31980,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
285000,4.7,3686,14161,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,9
229000,4.3,3686,40075,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,13
420000,4.2,3686,56898,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,11
420000,4.6,3686,12773,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,7
215000,4.2,3686,26063,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,13
230000,4.5,3686,29860,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,10
561530,4.3,3686,32001,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,7
200000,3.9,3686,46317,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,12
420000,4.8,3686,30307,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,7
150000,4.3,3686,43092,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,12
380000,4.3,3686,33622,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,10
430000,3.8,3686,44075,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,9
200000,4.1,3686,33622,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,15
261000,4.5,3686,34003,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,10
420000,4.7,3686,24213,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,7
550000,4.3,3686,23763,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
450000,4.7,3686,9935,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,5
350000,4.4,3686,56709,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,11
370000,4.3,3686,6351,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,8
400000,4.2,3686,38535,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,12
430000,4.3,3686,44226,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,12
130000,3.5,3686,68419,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,13
400000,4.2,3686,43611,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,11
800000,4.9,3686,559,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,4
112934,4.0,3686,20215,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,17
325000,4.6,3686,14333,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,8
335000,4.3,3686,34653,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,9
450000,4.4,3686,34149,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
305000,4.4,3686,40618,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,13
170000,3.8,3686,42609,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeComprehensive,14
260000,4.5,3686,30644,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
135000,4.0,3686,36753,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,13
370000,4.8,3686,2069,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,5
380000,4.8,3686,16267,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,5
45000,3.2,3686,4562,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,12
420000,4.8,3686,2600,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,5
300000,4.6,3686,10030,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,6
120000,3.8,3686,17535,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,16
365000,4.5,3686,29968,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,10
447000,4.5,3686,20258,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,8
300000,4.2,3686,44347,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeComp,12
250000,3.8,3686,53423,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,14
221000,4.1,3686,44614,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,12
101000,3.1,3686,40774,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,26
95000,3.4,3686,1,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,18
310000,4.8,3686,15931,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,6
